quarter,quarter_qf,hb,hbqf,location,location_qf,admission_type,admission_type_qf,simd,simdqf,episodes,length_of_episode,average_length_of_episode,average_length_of_episode_qf,stays,length_of_stay,average_length_of_stay,average_length_of_stay_qf,total_stays_per_quarter_simd,total_episodes_per_quarter_simd
2019Q3,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,4,NA,46,75,1.6304347826087,NA,40,130,3.25,NA,61761,63083
2019Q4,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,4,NA,42,120,2.85714285714286,NA,40,254,6.35,NA,62566,63691
2020Q1,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,4,NA,30,65,2.16666666666667,NA,25,195,7.8,NA,58425,58026
2020Q2,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,4,NA,43,118,2.74418604651163,NA,30,88,2.93333333333333,NA,47527,48878
2020Q3,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,4,NA,31,135,4.35483870967742,NA,24,150,6.25,NA,56644,58054
2020Q4,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,4,NA,30,80,2.66666666666667,NA,25,303,12.12,NA,54958,55724
2021Q1,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,4,NA,31,160,5.16129032258065,NA,25,155,6.2,NA,53408,54598
2021Q2,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,4,NA,55,210,3.81818181818182,NA,35,272,7.77142857142857,NA,59876,61024
2021Q3,p,SB0801,NA,SB0801,d,Emergency Inpatients,NA,4,NA,51,120,2.35294117647059,NA,37,276,7.45945945945946,NA,58929,59660
2016Q3,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,5,NA,33,128,3.87878787878788,NA,25,229,9.16,NA,48789,49574
2016Q4,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,5,NA,30,47,1.56666666666667,NA,25,147,5.88,NA,49817,50493
2017Q1,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,5,NA,29,57,1.96551724137931,NA,25,120,4.8,NA,48563,49158
2017Q2,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,5,NA,33,114,3.45454545454545,NA,20,237,11.85,NA,48709,49089
2017Q3,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,5,NA,38,73,1.92105263157895,NA,30,156,5.2,NA,48878,49750
2017Q4,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,5,NA,39,68,1.74358974358974,NA,25,181,7.24,NA,50635,51597
2018Q1,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,5,NA,36,73,2.02777777777778,NA,35,237,6.77142857142857,NA,50296,50808
2018Q2,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,5,NA,30,44,1.46666666666667,NA,25,154,6.16,NA,49625,49920
2018Q3,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,5,NA,40,71,1.775,NA,35,201,5.74285714285714,NA,48847,49787
2018Q4,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,5,NA,31,80,2.58064516129032,NA,25,255,10.2,NA,52225,52949
2019Q1,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,5,NA,47,78,1.6595744680851101,NA,40,271,6.775,NA,51583,52175
2019Q2,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,5,NA,39,128,3.28205128205128,NA,35,253,7.22857142857143,NA,52222,52974
2019Q3,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,5,NA,39,177,4.53846153846154,NA,30,174,5.8,NA,52734,53908
2019Q4,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,5,NA,29,72,2.48275862068966,NA,25,105,4.2,NA,52902,53620
2020Q1,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,5,NA,41,86,2.09756097560976,NA,40,221,5.525,NA,49182,48675
2020Q2,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,5,NA,59,174,2.94915254237288,NA,50,194,3.88,NA,39438,40524
2020Q3,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,5,NA,43,101,2.34883720930233,NA,40,276,6.9,NA,47617,48459
2020Q4,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,5,NA,40,94,2.35,NA,35,133,3.8,NA,45843,46759
2021Q1,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,5,NA,38,50,1.31578947368421,NA,30,98,3.26666666666667,NA,45623,46276
2021Q2,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,5,NA,41,76,1.85365853658537,NA,40,171,4.275,NA,50477,51506
2021Q3,p,SB0801,NA,SB0801,d,Emergency Inpatients,NA,5,NA,37,67,1.81081081081081,NA,25,175,7,NA,48852,49110
2016Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,4095,8792,2.14700854700855,NA,4053,26960,6.65186281766593,NA,106245,107465
2016Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,4118,9392,2.28071879553181,NA,4097,30430,7.42738589211618,NA,103596,105102
2017Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,4102,9481,2.31131155533886,NA,4081,29609,7.25532957608429,NA,101208,102663
2017Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,4148,9203,2.21865959498554,NA,4162,28242,6.78567996155694,NA,103344,104270
2017Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,4241,7451,1.75689695826456,NA,4121,25126,6.0970638194613,NA,102745,104338
2017Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,4383,7392,1.68651608487337,NA,4351,30878,7.09675936566307,NA,104033,106076
2018Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,4350,7405,1.70229885057471,NA,4326,30084,6.95423023578363,NA,102970,103966
2018Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,4147,7114,1.71545695683627,NA,4169,28337,6.79707363876229,NA,102891,104068
2018Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,4214,7580,1.79876601803512,NA,4188,27956,6.67526265520535,NA,103640,105287
2018Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,4332,7361,1.69921514312096,NA,4300,26613,6.18906976744186,NA,103887,105590
2019Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,4348,7362,1.69319227230911,NA,4337,27301,6.29490431173622,NA,106111,107639
2019Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,4454,8249,1.85204310731926,NA,4418,26327,5.95903123585333,NA,107289,108730
2019Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,4350,7866,1.80827586206897,NA,4316,26787,6.20644114921223,NA,108731,110532
2019Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,4175,7973,1.9097005988024,NA,4110,25449,6.19197080291971,NA,106455,108127
2020Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,3732,7735,2.07261521972133,NA,3803,29264,7.6949776492243,NA,98344,98021
2020Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,3190,4761,1.49247648902821,NA,3109,22103,7.10935992280476,NA,80673,83110
2020Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,3933,6223,1.58225273328248,NA,3911,22753,5.81769368447967,NA,96701,98499
2020Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,3622,7094,1.95858641634456,NA,3598,26035,7.23596442468038,NA,92374,93674
2021Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,3363,7154,2.12726732084448,NA,3328,26195,7.87109375,NA,89456,91189
2021Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,3958,6879,1.73799898938858,NA,3920,27422,6.99540816326531,NA,102177,103517
2021Q3,p,S08000015,NA,S08000015,d,Emergency Inpatients,NA,1,NA,3803,7697,2.02392847751775,NA,3781,26084,6.89870404654853,NA,97829,98731
2016Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2775,6529,2.35279279279279,NA,2739,21212,7.74443227455276,NA,84182,85607
2016Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2779,7114,2.55991363799928,NA,2735,22041,8.05886654478976,NA,83519,85066
2017Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2726,7288,2.67351430667645,NA,2720,22772,8.3720588235294109,NA,84626,85955
2017Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2732,6940,2.5402635431918,NA,2703,22229,8.22382537920829,NA,85141,86553
2017Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2717,5335,1.96356275303644,NA,2704,20341,7.52255917159763,NA,84955,86445
2017Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2826,4802,1.69922151450814,NA,2772,20469,7.38419913419913,NA,84805,86768
2018Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2818,4967,1.76259758694109,NA,2792,21298,7.62822349570201,NA,85976,87144
2018Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2853,4825,1.69120224325272,NA,2857,22820,7.9873993699685,NA,85164,86141
2018Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2809,4505,1.60377358490566,NA,2794,19146,6.85254115962777,NA,84037,85973
2018Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2889,4839,1.67497403946002,NA,2875,18162,6.31721739130435,NA,86126,87600
2019Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2915,5923,2.03190394511149,NA,2900,20131,6.94172413793103,NA,86380,87421
2019Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2812,4739,1.6852773826458,NA,2759,17425,6.31569409206234,NA,88381,90071
2019Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2807,5167,1.84075525472034,NA,2804,19150,6.82952924393723,NA,88978,90408
2019Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2837,5072,1.78780401832922,NA,2833,20800,7.34204024002824,NA,88767,90413
2020Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2503,5147,2.05633240111866,NA,2538,19829,7.81284475965327,NA,83194,82750
2020Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2097,3612,1.72246065808298,NA,2058,15218,7.39455782312925,NA,66222,68211
2020Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2662,4497,1.6893313298272,NA,2647,16325,6.16735927465055,NA,80340,82023
2020Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2493,4820,1.93341355796229,NA,2462,18833,7.64947197400487,NA,76999,78300
2021Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2353,4656,1.97875053123672,NA,2312,18945,8.19420415224914,NA,76119,77546
2021Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2671,4322,1.61812055409959,NA,2673,19045,7.12495323606435,NA,84525,86041
2021Q3,p,S08000015,NA,S08000015,d,Emergency Inpatients,NA,2,NA,2709,5368,1.98154300479882,NA,2708,20783,7.67466765140325,NA,82189,82892
2016Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1712,4173,2.4375,NA,1688,12404,7.34834123222749,NA,68728,70229
2016Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1587,4281,2.69754253308129,NA,1579,12714,8.05193160227992,NA,68398,70070
2017Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1727,4599,2.6629994209612,NA,1692,13259,7.83628841607565,NA,68230,69803
2017Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1696,4750,2.80070754716981,NA,1667,13439,8.06178764247151,NA,68555,69534
2017Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1915,3501,1.82819843342037,NA,1880,13270,7.05851063829787,NA,68961,70511
2017Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1911,3887,2.03401360544218,NA,1851,14695,7.93895191788223,NA,70445,72285
2018Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1839,3264,1.77487765089723,NA,1847,14359,7.77422847861397,NA,70933,72325
2018Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1767,2719,1.538766270515,NA,1777,14393,8.09960607765898,NA,70047,71060
2018Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1788,2877,1.60906040268456,NA,1770,11613,6.56101694915254,NA,68408,69983
2018Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1936,3077,1.58935950413223,NA,1900,12523,6.59105263157895,NA,70761,72146
2019Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1981,3437,1.73498233215548,NA,1952,12978,6.64856557377049,NA,71045,72547
2019Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1962,3375,1.72018348623853,NA,1948,12518,6.42607802874743,NA,73187,74775
2019Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1911,3668,1.91941391941392,NA,1917,13612,7.10067814293166,NA,72742,74088
2019Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1794,3454,1.92530657748049,NA,1765,12314,6.97677053824363,NA,74645,76530
2020Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1623,3415,2.10412815773259,NA,1637,14322,8.74893097128894,NA,69331,69158
2020Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1410,2463,1.7468085106383,NA,1373,10131,7.37873270211216,NA,54636,56737
2020Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1870,3076,1.64491978609626,NA,1854,11928,6.4336569579288,NA,66116,67727
2020Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1674,3433,2.05077658303465,NA,1648,12487,7.57706310679612,NA,64608,66043
2021Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1502,3152,2.09853528628495,NA,1487,12621,8.48755884330867,NA,63159,64495
2021Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1747,3134,1.79393245563824,NA,1744,13277,7.61295871559633,NA,69903,71446
2021Q3,p,S08000015,NA,S08000015,d,Emergency Inpatients,NA,3,NA,1882,3556,1.88947927736451,NA,1838,12703,6.91131664853101,NA,67026,68244
2016Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1149,2602,2.26457789382071,NA,1132,7931,7.00618374558304,NA,58163,59144
2016Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1187,3047,2.56697556866049,NA,1182,9325,7.88917089678511,NA,58095,59198
2017Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1269,3387,2.66903073286052,NA,1238,10293,8.31421647819063,NA,57225,58155
2017Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1243,3048,2.4521319388576,NA,1223,9017,7.37285363859362,NA,57490,58402
2017Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1331,2513,1.88805409466566,NA,1317,9549,7.250569476082,NA,56998,58062
2017Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1385,2306,1.66498194945848,NA,1348,9961,7.38946587537092,NA,59111,60339
2018Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1313,2396,1.82482863670982,NA,1317,10337,7.84889901290812,NA,58884,59779
2018Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1370,2592,1.89197080291971,NA,1354,9468,6.99261447562777,NA,59541,60662
2018Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1295,2417,1.86640926640927,NA,1273,9299,7.30479183032207,NA,58852,60019
2018Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1379,2425,1.75852066715011,NA,1359,10074,7.41280353200883,NA,60811,61821
2019Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1394,2515,1.80416068866571,NA,1376,8954,6.50726744186047,NA,60699,61351
2019Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1329,2407,1.81113619262603,NA,1335,9531,7.13932584269663,NA,61913,63104
2019Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1317,2371,1.80030372057707,NA,1282,10343,8.06786271450858,NA,61761,63083
2019Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1293,2242,1.73395204949729,NA,1290,9432,7.31162790697674,NA,62566,63691
2020Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1191,2604,2.18639798488665,NA,1211,9788,8.08257638315442,NA,58425,58026
2020Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,992,2135,2.15221774193548,NA,959,6325,6.59541188738269,NA,47527,48878
2020Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1332,2459,1.8460960960961,NA,1309,8302,6.34224598930481,NA,56644,58054
2020Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1222,2376,1.9443535188216,NA,1217,8105,6.65981922760887,NA,54958,55724
2021Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1098,2518,2.29326047358834,NA,1075,8647,8.04372093023256,NA,53408,54598
2021Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1342,2406,1.79284649776453,NA,1329,9508,7.15425131677953,NA,59876,61024
2021Q3,p,S08000015,NA,S08000015,d,Emergency Inpatients,NA,4,NA,1424,2952,2.07303370786517,NA,1417,9927,7.00564573041637,NA,58929,59660
2016Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,5,NA,1036,2814,2.71621621621622,NA,1038,8694,8.3757225433526,NA,48789,49574
2016Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,5,NA,1001,2790,2.78721278721279,NA,987,8305,8.41438703140831,NA,49817,50493
2017Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,5,NA,1029,2852,2.77162293488824,NA,1047,9258,8.84240687679083,NA,48563,49158
2017Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,5,NA,988,2858,2.89271255060729,NA,959,7628,7.9541188738269,NA,48709,49089
2017Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,5,NA,1027,2265,2.20545277507303,NA,1012,7371,7.28359683794466,NA,48878,49750
2017Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,5,NA,1070,2260,2.11214953271028,NA,1045,8641,8.2688995215311,NA,50635,51597
2018Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,5,NA,1109,2039,1.83859332732191,NA,1097,7942,7.23974475843209,NA,50296,50808
2018Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,5,NA,1124,1840,1.63701067615658,NA,1124,8682,7.72419928825623,NA,49625,49920
2018Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,5,NA,1041,2003,1.92411143131604,NA,1025,6827,6.66048780487805,NA,48847,49787
2018Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,5,NA,1083,1706,1.5752539242844,NA,1075,7342,6.82976744186047,NA,52225,52949
2019Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,5,NA,1099,2230,2.02911737943585,NA,1069,7503,7.01870907390084,NA,51583,52175
2019Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,5,NA,1121,1962,1.75022301516503,NA,1120,8482,7.57321428571429,NA,52222,52974
2019Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,5,NA,1048,1613,1.53912213740458,NA,1048,7397,7.05820610687023,NA,52734,53908
2019Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,5,NA,1051,1866,1.77545195052331,NA,1037,6996,6.74638379942141,NA,52902,53620
2020Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,5,NA,983,1897,1.92980671414039,NA,995,7080,7.11557788944724,NA,49182,48675
2020Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,5,NA,799,1332,1.66708385481852,NA,776,5506,7.09536082474227,NA,39438,40524
2020Q3,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,5,NA,1022,1900,1.85909980430528,NA,1027,7599,7.39922103213242,NA,47617,48459
2020Q4,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,5,NA,958,2106,2.19832985386221,NA,944,7199,7.6260593220339,NA,45843,46759
2021Q1,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,5,NA,888,1878,2.11486486486486,NA,875,8068,9.22057142857143,NA,45623,46276
2021Q2,NA,S08000015,NA,S08000015,d,Emergency Inpatients,NA,5,NA,1127,2033,1.8039041703638,NA,1112,7451,6.70053956834532,NA,50477,51506
2021Q3,p,S08000015,NA,S08000015,d,Emergency Inpatients,NA,5,NA,1022,1844,1.80430528375734,NA,1009,7260,7.19524281466799,NA,48852,49110
2016Q3,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,1,NA,1151,3590,3.11902693310165,NA,1149,9138,7.95300261096606,NA,106245,107465
2016Q4,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,1,NA,1184,3326,2.80912162162162,NA,1196,8379,7.00585284280936,NA,103596,105102
2017Q1,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,1,NA,1250,4173,3.3384,NA,1235,8661,7.01295546558704,NA,101208,102663
2017Q2,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,1,NA,1259,3741,2.9714058776807,NA,1256,8584,6.8343949044586,NA,103344,104270
2017Q3,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,1,NA,1430,2350,1.64335664335664,NA,1384,7861,5.67991329479769,NA,102745,104338
2017Q4,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,1,NA,1435,1680,1.17073170731707,NA,1409,8922,6.33215046132008,NA,104033,106076
2018Q1,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,1,NA,1473,1521,1.03258655804481,NA,1465,9265,6.32423208191126,NA,102970,103966
2018Q2,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,1,NA,1380,1546,1.12028985507246,NA,1389,8678,6.24766018718503,NA,102891,104068
2018Q3,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,1,NA,1382,1755,1.2698986975398,NA,1380,7399,5.36159420289855,NA,103640,105287
2018Q4,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,1,NA,1441,1590,1.10340041637752,NA,1420,7411,5.21901408450704,NA,103887,105590
2019Q1,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,1,NA,1485,1841,1.23973063973064,NA,1466,8419,5.74283765347885,NA,106111,107639
2019Q2,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,1,NA,1489,1557,1.0456682337139,NA,1490,8623,5.78724832214765,NA,107289,108730
2019Q3,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,1,NA,1440,2059,1.42986111111111,NA,1413,7905,5.59447983014862,NA,108731,110532
2019Q4,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,1,NA,1396,2036,1.45845272206304,NA,1379,8389,6.08339376359681,NA,106455,108127
2020Q1,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,1,NA,1277,1896,1.48472983555208,NA,1303,9886,7.58710667689946,NA,98344,98021
2020Q2,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,1,NA,1080,1319,1.2212962962963,NA,1063,7273,6.84195672624647,NA,80673,83110
2020Q3,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,1,NA,1365,1410,1.03296703296703,NA,1329,6246,4.69977426636569,NA,96701,98499
2020Q4,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,1,NA,1242,1587,1.27777777777778,NA,1235,8361,6.77004048582996,NA,92374,93674
2021Q1,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,1,NA,1245,1523,1.22329317269076,NA,1240,8633,6.96209677419355,NA,89456,91189
2021Q2,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,1,NA,1435,1681,1.17142857142857,NA,1416,8522,6.0183615819209,NA,102177,103517
2021Q3,p,S08000015,NA,A210H,NA,Emergency Inpatients,NA,1,NA,1355,1701,1.25535055350554,NA,1340,7314,5.45820895522388,NA,97829,98731
2016Q3,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,2,NA,1150,2976,2.58782608695652,NA,1143,9158,8.01224846894138,NA,84182,85607
2016Q4,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,2,NA,1127,3570,3.16770186335404,NA,1114,8937,8.02244165170556,NA,83519,85066
2017Q1,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,2,NA,1150,4020,3.49565217391304,NA,1152,9793,8.50086805555556,NA,84626,85955
2017Q2,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,2,NA,1107,3721,3.3613369467028,NA,1077,8495,7.88765088207985,NA,85141,86553
2017Q3,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,2,NA,1155,2131,1.84502164502165,NA,1154,7685,6.65944540727903,NA,84955,86445
2017Q4,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,2,NA,1275,1561,1.2243137254902,NA,1248,9017,7.22516025641026,NA,84805,86768
2018Q1,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,2,NA,1280,1826,1.4265625,NA,1266,8636,6.82148499210111,NA,85976,87144
2018Q2,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,2,NA,1280,1349,1.05390625,NA,1287,9449,7.34188034188034,NA,85164,86141
2018Q3,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,2,NA,1278,1556,1.21752738654147,NA,1268,8562,6.75236593059937,NA,84037,85973
2018Q4,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,2,NA,1265,1512,1.19525691699605,NA,1262,7287,5.77416798732171,NA,86126,87600
2019Q1,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,2,NA,1305,2673,2.04827586206897,NA,1312,9087,6.92606707317073,NA,86380,87421
2019Q2,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,2,NA,1259,1490,1.18347895154885,NA,1215,6552,5.39259259259259,NA,88381,90071
2019Q3,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,2,NA,1180,1536,1.30169491525424,NA,1178,7365,6.25212224108659,NA,88978,90408
2019Q4,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,2,NA,1255,1518,1.20956175298805,NA,1254,9106,7.2615629984050996,NA,88767,90413
2020Q1,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,2,NA,1110,1784,1.60720720720721,NA,1127,9093,8.06832298136646,NA,83194,82750
2020Q2,NA,S08000015,NA,A210H,NA,Emergency Inpatients,NA,2,NA,915,1206,1.31803278688525,NA,893,5830,6.52855543113102,NA,66222,68211
