quarter,quarter_qf,hb,hbqf,location,location_qf,admission_type,admission_type_qf,sex,age,episodes,length_of_episode,average_length_of_episode,average_length_of_episode_qf,stays,length_of_stay,average_length_of_stay,average_length_of_stay_qf,total_stays_per_quarter_age,total_stays_per_quarter_sex
2021Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,20-29 years,5,7,1.4,NA,5,17,3.4,NA,20577,159447
2021Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,20-29 years,5,15,3,NA,5,11,2.2,NA,23303,177987
2021Q3,p,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,20-29 years,5,26,5.2,NA,5,37,7.4,NA,22896,173844
2016Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,30-39 years,5,24,4.8,NA,5,7,1.4,NA,29806,178089
2016Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,30-39 years,10,14,1.4,NA,10,26,2.6,NA,27853,175214
2017Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,30-39 years,0,0,NA,z,0,7,NA,z,27347,172538
2017Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,30-39 years,5,21,4.2,NA,5,49,9.8,NA,29451,177139
2017Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,30-39 years,5,7,1.4,NA,5,31,6.2,NA,30253,178359
2017Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,30-39 years,10,37,3.7,NA,5,18,3.6,NA,27960,179046
2018Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,30-39 years,5,11,2.2,NA,5,25,5,NA,28426,175499
2018Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,30-39 years,13,26,2,NA,10,87,8.7,NA,29581,179635
2018Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,30-39 years,10,18,1.8,NA,10,31,3.1,NA,30535,178481
2018Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,30-39 years,5,5,1,NA,5,12,2.4,NA,29487,182454
2019Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,30-39 years,5,35,7,NA,5,14,2.8,NA,29863,181764
2019Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,30-39 years,10,12,1.2,NA,5,17,3.4,NA,31975,187928
2019Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,30-39 years,5,5,1,NA,5,14,2.8,NA,32251,188303
2019Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,30-39 years,5,24,4.8,NA,5,20,4,NA,30179,186274
2020Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,30-39 years,5,24,4.8,NA,5,21,4.2,NA,28580,172875
2020Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,30-39 years,5,30,6,NA,0,5,NA,z,24207,145186
2020Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,30-39 years,5,8,1.6,NA,5,30,6,NA,29410,172120
2020Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,30-39 years,10,29,2.9,NA,5,37,7.4,NA,26203,163740
2021Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,30-39 years,5,5,1,NA,5,13,2.6,NA,26313,159447
2021Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,30-39 years,10,34,3.4,NA,5,32,6.4,NA,30089,177987
2021Q3,p,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,30-39 years,10,15,1.5,NA,5,22,4.4,NA,30069,173844
2016Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,40-49 years,19,125,6.57894736842105,NA,15,128,8.53333333333333,NA,38399,178089
2016Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,40-49 years,20,29,1.45,NA,20,143,7.15,NA,35507,175214
2017Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,40-49 years,25,47,1.88,NA,20,85,4.25,NA,35049,172538
2017Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,40-49 years,24,40,1.66666666666667,NA,15,96,6.4,NA,35840,177139
2017Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,40-49 years,17,34,2,NA,15,77,5.13333333333333,NA,36776,178359
2017Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,40-49 years,24,50,2.08333333333333,NA,20,59,2.95,NA,34836,179046
2018Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,40-49 years,28,55,1.96428571428571,NA,25,106,4.24,NA,33801,175499
2018Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,40-49 years,29,101,3.48275862068966,NA,25,136,5.44,NA,35468,179635
2018Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,40-49 years,30,72,2.4,NA,30,136,4.53333333333333,NA,36020,178481
2018Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,40-49 years,20,62,3.1,NA,15,64,4.26666666666667,NA,34376,182454
2019Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,40-49 years,24,42,1.75,NA,20,86,4.3,NA,34943,181764
2019Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,40-49 years,26,38,1.46153846153846,NA,20,89,4.45,NA,36499,187928
2019Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,40-49 years,15,30,2,NA,15,73,4.86666666666667,NA,36793,188303
2019Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,40-49 years,19,30,1.57894736842105,NA,15,102,6.8,NA,34220,186274
2020Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,40-49 years,23,28,1.21739130434783,NA,15,47,3.13333333333333,NA,31147,172875
2020Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,40-49 years,18,38,2.11111111111111,NA,15,46,3.06666666666667,NA,28596,145186
2020Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,40-49 years,19,57,3,NA,15,53,3.53333333333333,NA,33364,172120
2020Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,40-49 years,23,43,1.8695652173913,NA,20,51,2.55,NA,30813,163740
2021Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,40-49 years,26,51,1.96153846153846,NA,20,55,2.75,NA,31100,159447
2021Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,40-49 years,23,42,1.82608695652174,NA,20,204,10.2,NA,35572,177987
2021Q3,p,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,40-49 years,30,147,4.9,NA,20,196,9.8,NA,33270,173844
2016Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,50-59 years,55,70,1.27272727272727,NA,45,225,5,NA,53482,178089
2016Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,50-59 years,58,126,2.17241379310345,NA,50,249,4.98,NA,51629,175214
2017Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,50-59 years,44,52,1.18181818181818,NA,45,221,4.91111111111111,NA,50781,172538
2017Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,50-59 years,54,114,2.11111111111111,NA,42,190,4.52380952380952,NA,52442,177139
2017Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,50-59 years,63,149,2.36507936507937,NA,53,265,5,NA,53652,178359
2017Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,50-59 years,54,123,2.27777777777778,NA,50,240,4.8,NA,52414,179046
2018Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,50-59 years,53,118,2.22641509433962,NA,43,199,4.62790697674419,NA,51714,175499
2018Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,50-59 years,60,127,2.11666666666667,NA,55,354,6.43636363636364,NA,52629,179635
2018Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,50-59 years,63,228,3.61904761904762,NA,54,591,10.9444444444444,NA,52525,178481
2018Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,50-59 years,56,256,4.57142857142857,NA,45,391,8.68888888888889,NA,53507,182454
2019Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,50-59 years,63,194,3.07936507936508,NA,50,466,9.32,NA,53787,181764
2019Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,50-59 years,64,122,1.90625,NA,55,535,9.72727272727273,NA,54870,187928
2019Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,50-59 years,70,154,2.2,NA,65,353,5.43076923076923,NA,55904,188303
2019Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,50-59 years,59,135,2.28813559322034,NA,45,221,4.91111111111111,NA,54193,186274
2020Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,50-59 years,50,122,2.44,NA,50,344,6.88,NA,50257,172875
2020Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,50-59 years,81,194,2.39506172839506,NA,70,819,11.7,NA,44257,145186
2020Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,50-59 years,47,188,4,NA,45,235,5.22222222222222,NA,50646,172120
2020Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,50-59 years,53,125,2.35849056603774,NA,40,302,7.55,NA,49447,163740
2021Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,50-59 years,50,98,1.96,NA,45,183,4.06666666666667,NA,48284,159447
2021Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,50-59 years,64,111,1.734375,NA,50,243,4.86,NA,53504,177987
2021Q3,p,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,50-59 years,66,161,2.43939393939394,NA,60,276,4.6,NA,50776,173844
2016Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,60-69 years,51,194,3.80392156862745,NA,45,653,14.5111111111111,NA,61029,178089
2016Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,60-69 years,53,124,2.33962264150943,NA,39,298,7.64102564102564,NA,59813,175214
2017Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,60-69 years,49,95,1.93877551020408,NA,43,178,4.13953488372093,NA,58396,172538
2017Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,60-69 years,56,124,2.21428571428571,NA,40,278,6.95,NA,59424,177139
2017Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,60-69 years,43,84,1.95348837209302,NA,37,228,6.16216216216216,NA,58287,178359
2017Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,60-69 years,51,119,2.33333333333333,NA,45,204,4.53333333333333,NA,60594,179046
2018Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,60-69 years,43,91,2.11627906976744,NA,44,278,6.31818181818182,NA,60831,175499
2018Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,60-69 years,42,124,2.95238095238095,NA,35,213,6.08571428571429,NA,60084,179635
2018Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,60-69 years,44,106,2.40909090909091,NA,36,280,7.77777777777778,NA,59422,178481
2018Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,60-69 years,63,199,3.15873015873016,NA,55,257,4.67272727272727,NA,61584,182454
2019Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,60-69 years,67,185,2.76119402985075,NA,50,254,5.08,NA,61996,181764
2019Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,60-69 years,71,123,1.73239436619718,NA,60,292,4.86666666666667,NA,63802,187928
2019Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,60-69 years,69,154,2.23188405797101,NA,55,256,4.65454545454545,NA,62973,188303
2019Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,60-69 years,51,121,2.37254901960784,NA,45,201,4.46666666666667,NA,63875,186274
2020Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,60-69 years,49,109,2.22448979591837,NA,45,276,6.13333333333333,NA,58209,172875
2020Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,60-69 years,84,194,2.30952380952381,NA,70,242,3.45714285714286,NA,48077,145186
2020Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,60-69 years,52,113,2.17307692307692,NA,45,258,5.73333333333333,NA,57491,172120
2020Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,60-69 years,47,90,1.91489361702128,NA,40,199,4.975,NA,54800,163740
2021Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,60-69 years,50,104,2.08,NA,35,136,3.88571428571429,NA,54798,159447
2021Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,60-69 years,65,239,3.67692307692308,NA,55,611,11.1090909090909,NA,60849,177987
2021Q3,p,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,60-69 years,84,148,1.76190476190476,NA,71,530,7.46478873239437,NA,59661,173844
2016Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,70-79 years,33,97,2.93939393939394,NA,25,323,12.92,NA,68866,178089
2016Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,70-79 years,32,52,1.625,NA,30,197,6.56666666666667,NA,70518,175214
2017Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,70-79 years,25,33,1.32,NA,20,115,5.75,NA,70490,172538
2017Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,70-79 years,30,48,1.6,NA,25,90,3.6,NA,71234,177139
2017Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,70-79 years,35,178,5.08571428571429,NA,25,216,8.64,NA,70955,178359
2017Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,70-79 years,41,141,3.4390243902439,NA,35,451,12.8857142857143,NA,74454,179046
2018Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,70-79 years,25,38,1.52,NA,25,348,13.92,NA,75151,175499
2018Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,70-79 years,30,61,2.03333333333333,NA,25,118,4.72,NA,73508,179635
2018Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,70-79 years,35,74,2.11428571428571,NA,25,176,7.04,NA,71925,178481
2018Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,70-79 years,18,32,1.77777777777778,NA,20,287,14.35,NA,74999,182454
2019Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,70-79 years,44,98,2.22727272727273,NA,30,293,9.76666666666667,NA,74914,181764
2019Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,70-79 years,48,134,2.79166666666667,NA,40,318,7.95,NA,75983,187928
2019Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,70-79 years,38,105,2.76315789473684,NA,30,236,7.86666666666667,NA,76182,188303
2019Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,70-79 years,27,92,3.40740740740741,NA,25,158,6.32,NA,79488,186274
2020Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,70-79 years,36,92,2.55555555555556,NA,30,246,8.2,NA,73420,172875
2020Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,70-79 years,50,173,3.46,NA,35,142,4.05714285714286,NA,56883,145186
2020Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,70-79 years,33,58,1.75757575757576,NA,25,244,9.76,NA,69821,172120
2020Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,70-79 years,36,100,2.77777777777778,NA,35,165,4.71428571428571,NA,68542,163740
2021Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,70-79 years,25,49,1.96,NA,20,67,3.35,NA,66079,159447
2021Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,70-79 years,46,81,1.76086956521739,NA,30,139,4.63333333333333,NA,74045,177987
2021Q3,p,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,70-79 years,25,38,1.52,NA,20,174,8.7,NA,72493,173844
2016Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,80-89 years,5,14,2.8,NA,5,34,6.8,NA,61353,178089
2016Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,80-89 years,5,5,1,NA,5,13,2.6,NA,64942,175214
2017Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,80-89 years,10,26,2.6,NA,10,91,9.1,NA,64997,172538
2017Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,80-89 years,15,22,1.46666666666667,NA,10,108,10.8,NA,62421,177139
2017Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,80-89 years,5,6,1.2,NA,5,66,13.2,NA,61011,178359
2017Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,80-89 years,10,20,2,NA,5,35,7,NA,66032,179046
2018Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,80-89 years,10,13,1.3,NA,10,52,5.2,NA,66906,175499
2018Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,80-89 years,10,23,2.3,NA,10,59,5.9,NA,63890,179635
2018Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,80-89 years,15,31,2.06666666666667,NA,10,110,11,NA,62253,178481
2018Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,80-89 years,10,27,2.7,NA,10,126,12.6,NA,66184,182454
2019Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,80-89 years,18,43,2.38888888888889,NA,15,138,9.2,NA,66491,181764
2019Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,80-89 years,14,44,3.14285714285714,NA,10,54,5.4,NA,65892,187928
2019Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,80-89 years,11,46,4.18181818181818,NA,5,28,5.6,NA,66110,188303
2019Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,80-89 years,10,48,4.8,NA,5,47,9.4,NA,69485,186274
2020Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,80-89 years,5,15,3,NA,5,44,8.8,NA,65275,172875
2020Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,80-89 years,16,56,3.5,NA,10,64,6.4,NA,48693,145186
2020Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,80-89 years,11,16,1.45454545454545,NA,10,109,10.9,NA,59310,172120
2020Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,80-89 years,15,23,1.53333333333333,NA,10,48,4.8,NA,59716,163740
2021Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,80-89 years,10,7,0.7,NA,10,145,14.5,NA,56691,159447
2021Q2,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,80-89 years,10,26,2.6,NA,10,99,9.9,NA,63030,177987
2021Q3,p,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,80-89 years,15,36,2.4,NA,10,34,3.4,NA,61380,173844
2017Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,90 years and over,0,6,NA,z,0,6,NA,z,16157,178359
2018Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,90 years and over,0,0,NA,z,0,0,NA,z,16119,178481
2018Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,90 years and over,0,5,NA,z,0,30,NA,z,17805,182454
2019Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,90 years and over,0,5,NA,z,0,12,NA,z,17995,181764
2019Q3,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,90 years and over,0,0,NA,z,0,10,NA,z,17399,188303
2020Q1,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,90 years and over,0,0,NA,z,0,5,NA,z,18351,172875
2020Q4,NA,SB0801,NA,D102H,NA,Emergency Inpatients,NA,Male,90 years and over,0,0,NA,z,0,0,NA,z,16240,163740
2018Q1,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,10-19 years,0,0,NA,z,0,0,NA,z,9348,196466
2018Q2,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,10-19 years,0,6,NA,z,0,14,NA,z,9939,192358
2018Q4,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,10-19 years,0,5,NA,z,0,0,NA,z,9928,195002
2019Q2,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,10-19 years,0,11,NA,z,0,0,NA,z,10290,200036
2020Q2,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,10-19 years,0,26,NA,z,0,0,NA,z,5952,144876
2020Q3,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,10-19 years,0,0,NA,z,0,0,NA,z,8591,178317
2020Q4,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,10-19 years,0,5,NA,z,0,0,NA,z,7323,172722
2021Q1,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,10-19 years,0,7,NA,z,0,7,NA,z,6509,169568
2021Q2,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,10-19 years,0,5,NA,z,0,0,NA,z,8780,191481
2016Q3,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,20-29 years,0,5,NA,z,0,5,NA,z,28088,193692
2017Q1,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,20-29 years,0,0,NA,z,0,0,NA,z,24641,190297
2017Q2,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,20-29 years,0,5,NA,z,0,0,NA,z,26824,190694
2017Q4,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,20-29 years,0,0,NA,z,0,0,NA,z,25758,193702
2018Q2,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,20-29 years,0,5,NA,z,0,30,NA,z,26604,192358
2018Q3,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,20-29 years,0,10,NA,z,0,10,NA,z,26720,191186
2018Q4,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,20-29 years,0,48,NA,z,0,62,NA,z,26501,195002
2019Q2,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,20-29 years,5,5,1,NA,5,15,3,NA,27260,200036
2019Q3,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,20-29 years,5,33,6.6,NA,5,26,5.2,NA,28422,202497
2020Q1,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,20-29 years,5,12,2.4,NA,0,5,NA,z,23833,188180
2020Q2,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,20-29 years,0,9,NA,z,0,0,NA,z,18935,144876
2020Q3,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,20-29 years,0,0,NA,z,0,0,NA,z,22903,178317
2020Q4,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,20-29 years,5,10,2,NA,0,8,NA,z,20850,172722
2021Q1,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,20-29 years,5,12,2.4,NA,5,10,2,NA,20577,169568
2021Q2,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,20-29 years,0,9,NA,z,0,0,NA,z,23303,191481
2021Q3,p,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,20-29 years,5,11,2.2,NA,5,11,2.2,NA,22896,184949
2016Q4,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,30-39 years,5,5,1,NA,0,5,NA,z,27853,191758
2017Q2,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,30-39 years,0,5,NA,z,0,0,NA,z,29451,190694
2017Q3,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,30-39 years,0,0,NA,z,0,0,NA,z,30253,190135
2017Q4,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,30-39 years,0,10,NA,z,0,0,NA,z,27960,193702
2018Q1,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,30-39 years,5,5,1,NA,5,40,8,NA,28426,196466
2018Q2,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,30-39 years,5,24,4.8,NA,0,0,NA,z,29581,192358
2018Q3,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,30-39 years,0,0,NA,z,0,5,NA,z,30535,191186
2018Q4,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,30-39 years,5,15,3,NA,5,6,1.2,NA,29487,195002
2019Q1,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,30-39 years,5,8,1.6,NA,5,20,4,NA,29863,197208
2019Q2,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,30-39 years,5,5,1,NA,0,38,NA,z,31975,200036
2019Q3,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,30-39 years,5,5,1,NA,5,13,2.6,NA,32251,202497
2019Q4,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,30-39 years,0,0,NA,z,0,0,NA,z,30179,202644
2020Q2,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,30-39 years,5,13,2.6,NA,5,5,1,NA,24207,144876
2020Q3,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,30-39 years,5,23,4.6,NA,5,22,4.4,NA,29410,178317
2020Q4,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,30-39 years,5,5,1,NA,0,31,NA,z,26203,172722
2021Q1,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,30-39 years,5,88,17.6,NA,0,0,NA,z,26313,169568
2021Q2,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,30-39 years,0,10,NA,z,0,107,NA,z,30089,191481
2021Q3,p,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,30-39 years,5,18,3.6,NA,5,5,1,NA,30069,184949
2016Q3,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,40-49 years,5,65,13,NA,5,28,5.6,NA,38399,193692
2016Q4,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,40-49 years,10,11,1.1,NA,5,105,21,NA,35507,191758
2017Q1,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,40-49 years,11,8,0.727272727272727,NA,10,46,4.6,NA,35049,190297
2017Q2,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,40-49 years,10,9,0.9,NA,5,33,6.6,NA,35840,190694
2017Q3,NA,SB0801,NA,SB0801,d,Emergency Inpatients,NA,Female,40-49 years,10,9,0.9,NA,10,108,10.8,NA,36776,190135
