year,year_quarter,month,treatment_location,department_type,number_of_attendances_aggregate,number_meeting_target_aggregate,attendance_greater8hrs,attendance_greater12hrs,discharge_destination_admission_to_same,discharge_destination_other_specialty,discharge_destination_residence,discharge_destination_transfer,discharge_destination_unknown
2016,2016Q4,10,B103H,Minor Injury Unit or Other,12,12,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,B105H,Minor Injury Unit or Other,75,75,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,B114H,Minor Injury Unit or Other,7,7,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,B118H,Minor Injury Unit or Other,34,34,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,B120H,Emergency Department,2464,2344,0,0,893,1,1268,280,22
2016,2016Q4,10,Y101H,Minor Injury Unit or Other,31,31,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,Y106H,Minor Injury Unit or Other,28,28,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,Y109H,Minor Injury Unit or Other,1,1,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,Y110H,Minor Injury Unit or Other,10,10,0,0,0,0,9,1,0
2016,2016Q4,10,Y144H,Emergency Department,984,938,1,0,79,4,793,75,33
2016,2016Q4,10,Y146H,Emergency Department,3009,2866,0,0,1092,5,1796,68,48
2016,2016Q4,10,F704H,Emergency Department,5203,4832,23,0,1461,8,3490,69,175
2016,2016Q4,10,F708H,Minor Injury Unit or Other,140,140,0,0,0,0,0,0,140
2016,2016Q4,10,F709H,Minor Injury Unit or Other,261,261,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,F805H,Minor Injury Unit or Other,1710,1706,0,0,6,0,1582,110,12
2016,2016Q4,10,V201H,Minor Injury Unit or Other,1237,1237,0,0,0,0,888,38,311
2016,2016Q4,10,V217H,Emergency Department,5343,4926,62,0,1453,11,3082,85,712
2016,2016Q4,10,N101H,Emergency Department,5064,4629,9,1,1411,13,3227,15,398
2016,2016Q4,10,N121H,Emergency Department,1159,1146,0,0,149,0,964,0,46
2016,2016Q4,10,N151H,Minor Injury Unit or Other,78,78,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,N331H,Minor Injury Unit or Other,14,14,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,N332H,Minor Injury Unit or Other,14,14,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,N333H,Minor Injury Unit or Other,1262,1261,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,N334H,Minor Injury Unit or Other,682,681,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,N335H,Minor Injury Unit or Other,235,233,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,N336H,Minor Injury Unit or Other,165,165,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,N337H,Minor Injury Unit or Other,240,229,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,N411H,Emergency Department,2047,1969,1,0,404,3,1575,16,49
2016,2016Q4,10,N431H,Minor Injury Unit or Other,58,58,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,N432H,Minor Injury Unit or Other,18,18,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,N433H,Minor Injury Unit or Other,89,89,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,N451H,Minor Injury Unit or Other,21,21,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,N494H,Minor Injury Unit or Other,81,81,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,N683C,Minor Injury Unit or Other,49,49,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,C206H,Minor Injury Unit or Other,1431,1393,0,0,215,0,1118,85,13
2016,2016Q4,10,C313H,Emergency Department,2650,2564,1,0,655,4,1806,44,141
2016,2016Q4,10,C418H,Emergency Department,5773,5216,34,0,1896,13,3610,129,125
2016,2016Q4,10,G107H,Emergency Department,8169,7296,23,0,2564,15,5138,153,299
2016,2016Q4,10,G207H,Minor Injury Unit or Other,1572,1572,0,0,0,0,1445,107,20
2016,2016Q4,10,G306H,Minor Injury Unit or Other,2585,2585,0,0,1,3,2314,255,12
2016,2016Q4,10,G405H,Emergency Department,8055,7121,7,0,2648,38,4954,146,269
2016,2016Q4,10,G513H,Emergency Department,4975,4955,0,0,814,1,4152,3,5
2016,2016Q4,10,G516H,Minor Injury Unit or Other,960,960,0,0,0,1,880,73,6
2016,2016Q4,10,C106H,Minor Injury Unit or Other,561,561,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,C108H,Minor Injury Unit or Other,97,97,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,C113H,Minor Injury Unit or Other,356,352,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,C121H,Emergency Department,695,683,1,0,187,0,490,18,0
2016,2016Q4,10,C122H,Minor Injury Unit or Other,528,526,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,H101H,Minor Injury Unit or Other,201,200,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,H103H,Emergency Department,515,489,2,1,170,1,342,2,0
2016,2016Q4,10,H106H,Minor Injury Unit or Other,45,45,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,H202H,Emergency Department,2660,2545,3,0,636,2,2011,11,0
2016,2016Q4,10,H208H,Minor Injury Unit or Other,310,310,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,H210H,Minor Injury Unit or Other,102,102,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,H212H,Emergency Department,735,694,3,0,149,1,579,6,0
2016,2016Q4,10,H214H,Minor Injury Unit or Other,372,372,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,H215H,Minor Injury Unit or Other,166,166,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,H217H,Minor Injury Unit or Other,94,94,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,H219H,Minor Injury Unit or Other,123,123,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,H224H,Minor Injury Unit or Other,410,398,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,H227B,Minor Injury Unit or Other,155,155,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,H227H,Minor Injury Unit or Other,139,137,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,L106H,Emergency Department,5676,5422,1,0,1889,5,3657,64,61
2016,2016Q4,10,L206H,Minor Injury Unit or Other,77,77,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,L207H,Minor Injury Unit or Other,104,104,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,L302H,Emergency Department,5322,4623,99,32,1560,6,3652,82,22
2016,2016Q4,10,L308H,Emergency Department,5528,5106,42,7,1313,16,4060,57,82
2016,2016Q4,10,S108H,Minor Injury Unit or Other,180,180,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,S116H,Minor Injury Unit or Other,3989,3553,88,39,1079,0,2885,25,0
2016,2016Q4,10,S308H,Emergency Department,4602,4320,36,4,1044,2,3462,94,0
2016,2016Q4,10,S314H,Emergency Department,10161,9375,143,20,2736,19,7235,171,0
2016,2016Q4,10,S319H,Emergency Department,4169,4094,0,0,520,1,3436,212,0
2016,2016Q4,10,R103H,Emergency Department,431,423,1,0,124,0,305,0,2
2016,2016Q4,10,Z102H,Emergency Department,581,562,0,0,145,0,426,4,6
2016,2016Q4,10,T101H,Emergency Department,4147,4060,0,0,1257,7,2633,250,0
2016,2016Q4,10,T202H,Emergency Department,2072,2031,1,0,404,1,1338,329,0
2016,2016Q4,10,T205H,Minor Injury Unit or Other,35,35,0,0,0,0,32,3,0
2016,2016Q4,10,T209H,Minor Injury Unit or Other,275,275,0,0,0,0,264,10,1
2016,2016Q4,10,T304H,Minor Injury Unit or Other,1053,1053,0,0,0,0,967,83,3
2016,2016Q4,10,T305H,Minor Injury Unit or Other,182,182,0,0,0,0,169,13,0
2016,2016Q4,10,T316H,Minor Injury Unit or Other,97,97,0,0,0,0,86,8,3
2016,2016Q4,10,T319H,Minor Injury Unit or Other,487,487,0,0,0,0,461,26,0
2016,2016Q4,10,T320H,Minor Injury Unit or Other,217,217,0,0,0,0,199,17,1
2016,2016Q4,10,T357C,Minor Injury Unit or Other,467,467,0,0,0,1,444,17,5
2016,2016Q4,10,W106H,Minor Injury Unit or Other,59,59,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,10,W107H,Emergency Department,555,545,0,0,157,1,386,7,4
2016,2016Q4,10,W108H,Minor Injury Unit or Other,106,105,0,0,5,0,98,1,2
2016,2016Q4,11,A101H,Minor Injury Unit or Other,166,165,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,A110H,Minor Injury Unit or Other,58,58,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,A111H,Emergency Department,5598,5220,69,25,2131,9,3169,117,172
2016,2016Q4,11,A210H,Emergency Department,3476,3038,69,23,1380,9,1860,123,104
2016,2016Q4,11,A216H,Minor Injury Unit or Other,89,89,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,B103H,Minor Injury Unit or Other,7,7,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,B105H,Minor Injury Unit or Other,59,59,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,B114H,Minor Injury Unit or Other,9,9,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,B118H,Minor Injury Unit or Other,33,33,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,B120H,Emergency Department,2244,2132,6,3,814,3,1185,229,13
2016,2016Q4,11,Y101H,Minor Injury Unit or Other,25,25,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,Y106H,Minor Injury Unit or Other,26,26,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,Y109H,Minor Injury Unit or Other,2,2,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,Y110H,Minor Injury Unit or Other,8,8,0,0,0,0,7,1,0
2016,2016Q4,11,Y144H,Emergency Department,883,834,0,0,94,0,696,66,27
2016,2016Q4,11,Y146H,Emergency Department,2883,2714,3,0,1142,4,1617,64,56
2016,2016Q4,11,F704H,Emergency Department,4966,4488,53,12,1352,15,3370,67,162
2016,2016Q4,11,F708H,Minor Injury Unit or Other,129,129,0,0,0,0,0,0,129
2016,2016Q4,11,F709H,Minor Injury Unit or Other,290,290,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,F805H,Minor Injury Unit or Other,1680,1679,0,0,9,0,1533,125,13
2016,2016Q4,11,V201H,Minor Injury Unit or Other,1131,1130,0,0,1,0,844,35,251
2016,2016Q4,11,V217H,Emergency Department,5107,4538,63,0,1530,14,2777,87,699
2016,2016Q4,11,N101H,Emergency Department,4509,4230,4,1,1276,10,2822,25,376
2016,2016Q4,11,N121H,Emergency Department,1227,1211,0,0,150,0,1034,0,43
2016,2016Q4,11,N151H,Minor Injury Unit or Other,95,95,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,N331H,Minor Injury Unit or Other,5,5,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,N332H,Minor Injury Unit or Other,14,14,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,N333H,Minor Injury Unit or Other,1293,1293,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,N334H,Minor Injury Unit or Other,605,605,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,N335H,Minor Injury Unit or Other,252,250,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,N336H,Minor Injury Unit or Other,173,173,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,N337H,Minor Injury Unit or Other,232,229,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,N411H,Emergency Department,1910,1857,0,0,390,0,1459,11,50
2016,2016Q4,11,N431H,Minor Injury Unit or Other,60,60,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,N432H,Minor Injury Unit or Other,10,10,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,N433H,Minor Injury Unit or Other,61,61,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,N451H,Minor Injury Unit or Other,15,15,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,N494H,Minor Injury Unit or Other,63,63,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,N683C,Minor Injury Unit or Other,38,38,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,C206H,Minor Injury Unit or Other,1287,1261,0,0,194,1,1010,69,13
2016,2016Q4,11,C313H,Emergency Department,2524,2393,4,0,654,4,1659,49,158
2016,2016Q4,11,C418H,Emergency Department,5536,5070,17,0,1839,9,3492,122,74
2016,2016Q4,11,G107H,Emergency Department,7383,6442,37,0,2336,23,4605,152,267
2016,2016Q4,11,G207H,Minor Injury Unit or Other,1452,1452,0,0,1,0,1334,97,20
2016,2016Q4,11,G306H,Minor Injury Unit or Other,2487,2487,0,0,0,0,2208,246,33
2016,2016Q4,11,G405H,Emergency Department,7453,6133,86,0,2599,20,4506,134,194
2016,2016Q4,11,G513H,Emergency Department,5268,5249,0,0,865,1,4392,2,8
2016,2016Q4,11,G516H,Minor Injury Unit or Other,930,928,0,0,0,0,845,66,19
2016,2016Q4,11,C106H,Minor Injury Unit or Other,548,548,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,C108H,Minor Injury Unit or Other,117,117,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,C113H,Minor Injury Unit or Other,326,323,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,C121H,Emergency Department,620,611,0,0,176,0,431,13,0
2016,2016Q4,11,C122H,Minor Injury Unit or Other,397,397,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,H101H,Minor Injury Unit or Other,204,199,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,H103H,Emergency Department,542,533,1,0,181,2,357,2,0
2016,2016Q4,11,H106H,Minor Injury Unit or Other,38,38,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,H202H,Emergency Department,2485,2330,5,1,645,1,1827,12,0
2016,2016Q4,11,H208H,Minor Injury Unit or Other,357,357,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,H210H,Minor Injury Unit or Other,73,73,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,H212H,Emergency Department,580,547,2,0,131,0,444,5,0
2016,2016Q4,11,H214H,Minor Injury Unit or Other,295,295,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,H215H,Minor Injury Unit or Other,187,187,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,H217H,Minor Injury Unit or Other,107,107,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,H219H,Minor Injury Unit or Other,121,121,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,H224H,Minor Injury Unit or Other,347,341,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,H227B,Minor Injury Unit or Other,105,105,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,H227H,Minor Injury Unit or Other,104,103,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,L106H,Emergency Department,5407,5155,6,0,1720,8,3521,107,51
2016,2016Q4,11,L206H,Minor Injury Unit or Other,76,76,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,L207H,Minor Injury Unit or Other,74,74,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,L302H,Emergency Department,4922,4578,23,0,1438,2,3411,63,8
2016,2016Q4,11,L308H,Emergency Department,5372,4667,106,26,1328,6,3870,79,89
2016,2016Q4,11,S108H,Minor Injury Unit or Other,189,189,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,S116H,Minor Injury Unit or Other,3606,3150,98,34,1085,1,2483,37,0
2016,2016Q4,11,S308H,Emergency Department,4399,4294,6,1,944,3,3366,86,0
2016,2016Q4,11,S314H,Emergency Department,9528,8999,65,5,2664,14,6711,139,0
2016,2016Q4,11,S319H,Emergency Department,4507,4381,7,0,588,0,3719,200,0
2016,2016Q4,11,R103H,Emergency Department,433,428,0,0,133,0,297,0,3
2016,2016Q4,11,Z102H,Emergency Department,558,547,0,0,136,1,418,0,3
2016,2016Q4,11,T101H,Emergency Department,3836,3752,0,0,1214,6,2408,205,3
2016,2016Q4,11,T202H,Emergency Department,1897,1877,0,0,364,1,1277,255,0
2016,2016Q4,11,T205H,Minor Injury Unit or Other,32,32,0,0,0,0,29,2,1
2016,2016Q4,11,T209H,Minor Injury Unit or Other,227,227,0,0,0,0,207,17,3
2016,2016Q4,11,T304H,Minor Injury Unit or Other,989,989,0,0,0,1,882,100,6
2016,2016Q4,11,T305H,Minor Injury Unit or Other,202,201,0,0,0,0,190,12,0
2016,2016Q4,11,T316H,Minor Injury Unit or Other,89,89,0,0,1,0,83,4,1
2016,2016Q4,11,T319H,Minor Injury Unit or Other,433,433,0,0,0,2,397,34,0
2016,2016Q4,11,T320H,Minor Injury Unit or Other,129,129,0,0,0,0,114,14,1
2016,2016Q4,11,T357C,Minor Injury Unit or Other,366,366,0,0,0,0,338,23,5
2016,2016Q4,11,W106H,Minor Injury Unit or Other,41,41,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,11,W107H,Emergency Department,483,477,0,0,119,1,351,4,8
2016,2016Q4,11,W108H,Minor Injury Unit or Other,128,127,0,0,11,0,115,1,1
2016,2016Q4,12,A101H,Minor Injury Unit or Other,160,155,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,A110H,Minor Injury Unit or Other,44,41,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,A111H,Emergency Department,5691,5282,62,6,2216,14,3138,130,193
2016,2016Q4,12,A210H,Emergency Department,3562,3363,20,0,1390,10,1918,120,124
2016,2016Q4,12,A216H,Minor Injury Unit or Other,68,68,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,B103H,Minor Injury Unit or Other,8,8,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,B105H,Minor Injury Unit or Other,58,58,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,B114H,Minor Injury Unit or Other,16,16,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,B118H,Minor Injury Unit or Other,37,37,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,B120H,Emergency Department,2318,2236,1,0,872,2,1211,222,11
2016,2016Q4,12,Y101H,Minor Injury Unit or Other,20,20,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,Y106H,Minor Injury Unit or Other,21,21,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,Y109H,Minor Injury Unit or Other,1,1,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,Y110H,Minor Injury Unit or Other,9,9,0,0,0,0,6,3,0
2016,2016Q4,12,Y144H,Emergency Department,959,920,5,0,80,1,753,96,29
2016,2016Q4,12,Y146H,Emergency Department,3003,2775,15,2,1217,3,1658,71,54
2016,2016Q4,12,F704H,Emergency Department,5228,4780,30,1,1460,18,3453,83,214
2016,2016Q4,12,F708H,Minor Injury Unit or Other,96,96,0,0,0,0,0,0,96
2016,2016Q4,12,F709H,Minor Injury Unit or Other,204,203,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,F805H,Minor Injury Unit or Other,1602,1600,1,0,5,0,1480,116,1
2016,2016Q4,12,V201H,Minor Injury Unit or Other,1020,1019,0,0,0,0,758,30,232
2016,2016Q4,12,V217H,Emergency Department,5166,4807,12,2,1641,13,2791,88,633
2016,2016Q4,12,N101H,Emergency Department,4843,4308,32,0,1435,8,2959,20,421
2016,2016Q4,12,N121H,Emergency Department,1244,1215,0,0,188,0,984,0,72
2016,2016Q4,12,N151H,Minor Injury Unit or Other,68,68,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,N331H,Minor Injury Unit or Other,3,3,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,N332H,Minor Injury Unit or Other,17,17,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,N333H,Minor Injury Unit or Other,1433,1432,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,N334H,Minor Injury Unit or Other,718,717,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,N335H,Minor Injury Unit or Other,241,237,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,N336H,Minor Injury Unit or Other,145,145,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,N337H,Minor Injury Unit or Other,229,222,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,N411H,Emergency Department,2006,1907,4,0,430,4,1508,14,50
2016,2016Q4,12,N431H,Minor Injury Unit or Other,58,58,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,N432H,Minor Injury Unit or Other,15,15,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,N433H,Minor Injury Unit or Other,106,106,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,N451H,Minor Injury Unit or Other,18,18,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,N494H,Minor Injury Unit or Other,50,50,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,N683C,Minor Injury Unit or Other,27,27,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,C206H,Minor Injury Unit or Other,1241,1200,0,0,201,1,963,66,10
2016,2016Q4,12,C313H,Emergency Department,2612,2399,14,1,760,2,1625,43,182
2016,2016Q4,12,C418H,Emergency Department,5492,4839,41,0,1904,9,3323,126,130
2016,2016Q4,12,G107H,Emergency Department,7453,6026,69,2,2358,24,4591,122,358
2016,2016Q4,12,G207H,Minor Injury Unit or Other,1304,1304,0,0,0,0,1188,103,13
2016,2016Q4,12,G306H,Minor Injury Unit or Other,2215,2214,0,0,0,0,1948,244,23
2016,2016Q4,12,G405H,Emergency Department,7854,6486,97,1,2597,31,4900,134,192
2016,2016Q4,12,G513H,Emergency Department,4800,4751,0,0,924,5,3866,3,2
2016,2016Q4,12,G516H,Minor Injury Unit or Other,626,626,0,0,0,0,561,64,1
2016,2016Q4,12,C106H,Minor Injury Unit or Other,552,552,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,C108H,Minor Injury Unit or Other,82,82,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,C113H,Minor Injury Unit or Other,334,333,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,C121H,Emergency Department,632,626,1,0,167,0,448,17,0
2016,2016Q4,12,C122H,Minor Injury Unit or Other,455,454,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,H101H,Minor Injury Unit or Other,181,179,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,H103H,Emergency Department,607,592,4,0,195,1,407,4,0
2016,2016Q4,12,H106H,Minor Injury Unit or Other,55,55,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,H202H,Emergency Department,2826,2546,15,2,835,5,1976,10,0
2016,2016Q4,12,H208H,Minor Injury Unit or Other,338,338,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,H210H,Minor Injury Unit or Other,78,78,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,H212H,Emergency Department,586,568,0,0,118,2,464,2,0
2016,2016Q4,12,H214H,Minor Injury Unit or Other,367,367,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,H215H,Minor Injury Unit or Other,200,200,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,H217H,Minor Injury Unit or Other,68,68,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,H219H,Minor Injury Unit or Other,110,110,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,H224H,Minor Injury Unit or Other,436,430,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,H227B,Minor Injury Unit or Other,134,134,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,H227H,Minor Injury Unit or Other,93,93,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,L106H,Emergency Department,5582,5332,15,1,1887,4,3555,85,51
2016,2016Q4,12,L206H,Minor Injury Unit or Other,68,68,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,L207H,Minor Injury Unit or Other,62,62,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,L302H,Emergency Department,5208,4704,74,20,1588,7,3518,80,15
2016,2016Q4,12,L308H,Emergency Department,5249,4735,50,2,1346,13,3755,57,78
2016,2016Q4,12,S108H,Minor Injury Unit or Other,139,139,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,S116H,Minor Injury Unit or Other,3614,3127,138,65,1138,0,2459,17,0
2016,2016Q4,12,S308H,Emergency Department,4500,4249,23,2,1070,8,3333,89,0
2016,2016Q4,12,S314H,Emergency Department,9548,8728,161,37,2704,16,6704,124,0
2016,2016Q4,12,S319H,Emergency Department,4279,4175,4,0,529,0,3602,148,0
2016,2016Q4,12,R103H,Emergency Department,452,441,0,0,121,3,327,0,1
2016,2016Q4,12,Z102H,Emergency Department,646,631,0,0,156,1,480,3,6
2016,2016Q4,12,T101H,Emergency Department,3875,3751,3,0,1302,10,2306,256,1
2016,2016Q4,12,T202H,Emergency Department,1975,1928,0,0,374,2,1283,316,0
2016,2016Q4,12,T205H,Minor Injury Unit or Other,28,28,0,0,0,0,20,5,3
2016,2016Q4,12,T209H,Minor Injury Unit or Other,262,262,0,0,0,0,248,10,4
2016,2016Q4,12,T304H,Minor Injury Unit or Other,1095,1092,0,0,0,0,987,103,5
2016,2016Q4,12,T305H,Minor Injury Unit or Other,190,190,0,0,0,0,183,7,0
2016,2016Q4,12,T316H,Minor Injury Unit or Other,80,80,0,0,0,0,71,7,2
2016,2016Q4,12,T319H,Minor Injury Unit or Other,488,488,0,0,0,0,461,26,1
2016,2016Q4,12,T320H,Minor Injury Unit or Other,134,134,0,0,0,0,124,9,1
2016,2016Q4,12,T357C,Minor Injury Unit or Other,408,408,0,0,0,3,387,13,5
2016,2016Q4,12,W106H,Minor Injury Unit or Other,40,40,NA,NA,NA,NA,NA,NA,NA
2016,2016Q4,12,W107H,Emergency Department,561,558,0,0,132,0,413,8,8
2016,2016Q4,12,W108H,Minor Injury Unit or Other,113,113,0,0,6,0,106,0,1
2017,2017Q1,01,A101H,Minor Injury Unit or Other,186,184,NA,NA,NA,NA,NA,NA,NA
2017,2017Q1,01,A110H,Minor Injury Unit or Other,69,67,NA,NA,NA,NA,NA,NA,NA
2017,2017Q1,01,A111H,Emergency Department,5488,4856,172,35,2049,7,3107,120,205
2017,2017Q1,01,A210H,Emergency Department,3558,3234,69,25,1565,6,1787,100,100
2017,2017Q1,01,A216H,Minor Injury Unit or Other,71,71,NA,NA,NA,NA,NA,NA,NA
2017,2017Q1,01,B103H,Minor Injury Unit or Other,8,8,NA,NA,NA,NA,NA,NA,NA
2017,2017Q1,01,B105H,Minor Injury Unit or Other,56,56,NA,NA,NA,NA,NA,NA,NA
2017,2017Q1,01,B114H,Minor Injury Unit or Other,5,5,NA,NA,NA,NA,NA,NA,NA
2017,2017Q1,01,B118H,Minor Injury Unit or Other,36,36,NA,NA,NA,NA,NA,NA,NA
2017,2017Q1,01,B120H,Emergency Department,2323,2097,14,2,891,1,1237,178,16
2017,2017Q1,01,Y101H,Minor Injury Unit or Other,17,17,NA,NA,NA,NA,NA,NA,NA
2017,2017Q1,01,Y106H,Minor Injury Unit or Other,32,32,NA,NA,NA,NA,NA,NA,NA
2017,2017Q1,01,Y109H,Minor Injury Unit or Other,5,5,NA,NA,NA,NA,NA,NA,NA
